hotel_id,city,fix_weakest,most_criticized,reliability_aware,abstention
d1_europe:5131ee57d63f,Paris,value,room,value,
d1_europe:513c22124ae9,Vienna,room,room,room,
d1_europe:519653c2d9d2,Paris,breakfast,breakfast,cleanliness,
d1_europe:51bd8e602c73,Barcelona,noise,room,noise,
d1_europe:51cc9dd87102,London,noise,room,noise,
d1_europe:51d2da9c0f86,London,room,room,room,
d1_europe:51d55c59364a,London,value,room,value,
d1_europe:52050ad4f709,Milan,value,service,value,Insufficient evidence to recommend an action.
d1_europe:52385d133f13,Barcelona,noise,room,noise,
d1_europe:5238613fa14c,London,value,service,value,
d1_europe:526fa9f12ed5,Milan,room,room,room,Insufficient evidence to recommend an action.
d1_europe:52910ad79ca6,London,breakfast,room,breakfast,
d1_europe:5292306d6ac3,London,value,room,value,
d1_europe:52cd492f5b96,Milan,value,service,value,
d1_europe:52e45bda63c1,London,value,room,value,
d1_europe:52f7a53d9d52,Paris,breakfast,room,room,
d1_europe:530029eef44d,Paris,value,room,value,
d1_europe:530d1194a1ea,Barcelona,value,room,value,
d1_europe:5311313ac5f2,Vienna,value,room,value,
d1_europe:53132845af8c,London,value,room,value,
d1_europe:539591b44d8d,Paris,noise,room,room,
d1_europe:53b227ef8bdd,London,room,room,room,
d1_europe:53b45433b245,London,value,room,value,
d1_europe:53df1b791ef2,London,value,room,value,
d1_europe:545343709425,London,noise,room,room,
d1_europe:5464849576e5,Amsterdam,value,room,value,
d1_europe:54af653478ca,Barcelona,noise,room,noise,
d1_europe:54b45e7b1674,Milan,noise,room,noise,
d1_europe:54cfcb527395,London,value,room,value,
d1_europe:54e318eeadcf,Paris,value,breakfast,value,Insufficient evidence to recommend an action.
d1_europe:55785934e441,Vienna,room,room,room,
d1_europe:569d26f94c25,London,value,room,room,
d1_europe:56b80473088e,Paris,breakfast,cleanliness,breakfast,
d1_europe:56c5bb7d28d0,London,value,room,value,
d1_europe:56eb3beb416f,Amsterdam,value,room,value,
d1_europe:56f10007ddbb,Milan,noise,noise,noise,Insufficient evidence to recommend an action.
d1_europe:571e69f1d44b,Amsterdam,value,room,value,
d1_europe:572188f9033b,London,value,room,value,
d1_europe:573aaedcd3ea,Vienna,room,room,room,
d1_europe:57521e2998c0,London,value,room,value,
d1_europe:57887f3eb2de,London,breakfast,room,breakfast,
d1_europe:57e37f5d7ddd,Paris,breakfast,room,value,
d1_europe:5830ed37e847,Paris,cleanliness,room,cleanliness,Insufficient evidence to recommend an action.
d1_europe:589590dc42b0,Paris,value,room,value,
d1_europe:58c7828bc1d9,London,breakfast,room,breakfast,
d1_europe:58ccc4d0f0d6,Paris,value,room,value,
d1_europe:594f70397bb4,Vienna,value,room,value,
d1_europe:5995c3279ab9,Paris,room,room,room,
d1_europe:5999911a09a8,Paris,room,room,room,
d1_europe:59ec8a94cb8f,Paris,noise,noise,noise,Insufficient evidence to recommend an action.
d1_europe:5a3f36be499a,London,value,room,value,
d1_europe:5a42f2f77a4e,London,cleanliness,room,cleanliness,
d1_europe:5a4483853e22,London,breakfast,room,breakfast,
d1_europe:5a4efbdc904e,Amsterdam,value,room,value,
d1_europe:5a536cb8d2d7,London,noise,room,noise,
d1_europe:5ad0225950c9,Amsterdam,value,value,value,
d1_europe:5ad27ca90def,Paris,room,room,room,
d1_europe:5b4f34e75974,Paris,value,room,room,
d1_europe:5b5c3f9f7a84,Barcelona,noise,room,noise,
d1_europe:5bc8426da240,Barcelona,breakfast,room,value,
d1_europe:5bd1979b6211,Vienna,room,room,room,
d1_europe:5bd46553a7ae,Barcelona,noise,room,room,
d1_europe:5c2f2b0209b2,Barcelona,value,room,room,
d1_europe:5c6ac8c9cfcc,London,noise,room,room,
d1_europe:5c9c3ab6de8b,London,noise,room,noise,
d1_europe:5c9d61a06f32,Barcelona,value,service,value,
d1_europe:5ca449caf0cf,Milan,value,room,value,
d1_europe:5ce486c0c376,London,noise,room,noise,
d1_europe:5cfb30c41b2e,Milan,noise,room,noise,
d1_europe:5cfe1a4ece73,Barcelona,noise,room,room,
d1_europe:5d2b1224b4c0,London,breakfast,room,breakfast,
d1_europe:5d4943233f3a,London,value,room,value,
d1_europe:5d7d451afa81,Vienna,value,room,value,
d1_europe:5d860914a64a,Paris,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:5e04ef33a2ef,London,value,room,value,
d1_europe:5e25c2c969c6,Milan,noise,room,noise,
d1_europe:5e61720f2da4,Barcelona,value,room,value,
d1_europe:5e6bf0076adb,Vienna,value,room,value,
d1_europe:5e7f187a34f3,Paris,room,room,room,
d1_europe:5ea36c577666,London,breakfast,room,breakfast,
d1_europe:5ebc34e30b66,Milan,value,room,value,
d1_europe:5ecbc122a06d,Paris,noise,room,noise,
d1_europe:5ed601791e1b,Barcelona,value,room,value,
d1_europe:5ee84f1b4442,Barcelona,value,room,value,
d1_europe:5f47e8da1f47,Milan,room,room,room,
d1_europe:5f6227a02f0a,Milan,noise,room,noise,
d1_europe:5f72d291fe9e,London,room,room,room,
d1_europe:5f9deb22e62c,London,value,room,value,
d1_europe:5fb67263bc06,Paris,value,room,room,
d1_europe:5fd3ec54b61c,Paris,breakfast,room,breakfast,
d1_europe:5ff3a0dadd5a,Paris,value,room,value,
d1_europe:600683b837e9,Paris,noise,room,noise,
d1_europe:608744238003,Paris,value,room,value,
d1_europe:609bb02ea093,London,room,room,room,
d1_europe:60e1d40094f4,Amsterdam,value,room,value,
d1_europe:60fc41fe4c13,London,noise,room,room,
d1_europe:610631c2563b,Paris,cleanliness,service,service,
d1_europe:612f500cb024,Paris,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:615126f32fa1,London,room,room,room,
d1_europe:6183bf9eadb9,Barcelona,value,breakfast,value,
d1_europe:61943ca5291c,London,cleanliness,room,cleanliness,
d1_europe:61a28cbaed2b,Vienna,noise,room,noise,
d1_europe:61c3d7a2294d,Barcelona,value,room,value,
d1_europe:61c60e2184b1,Paris,noise,room,noise,
d1_europe:61d6a018bec3,London,value,room,value,
d1_europe:61d837f21ede,Barcelona,value,breakfast,value,
d1_europe:61f2d9e7cd22,Amsterdam,cleanliness,room,cleanliness,
d1_europe:6226418e5cc7,London,value,room,value,
d1_europe:625f0d817ed6,Paris,service,service,service,Insufficient evidence to recommend an action.
d1_europe:62ec1d0558f5,Paris,room,room,room,
d1_europe:6303db290409,Paris,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:633069ad00e0,Milan,value,room,value,
d1_europe:6334cfffc8d7,London,cleanliness,room,cleanliness,
d1_europe:639c5d459b4f,Vienna,room,room,room,
d1_europe:63adf3090c42,Paris,room,room,value,
d1_europe:63c48c86df0b,Paris,value,room,value,
d1_europe:63ce94f8a1cf,Amsterdam,noise,room,noise,
d1_europe:63ded13afb03,London,noise,room,noise,
d1_europe:63df1ece3ee3,London,value,room,value,
d1_europe:64291d613962,London,breakfast,room,breakfast,
d1_europe:6479d0a18e8d,Paris,room,room,value,
d1_europe:647c41496f97,Paris,room,room,room,
d1_europe:648ecea19420,Milan,room,room,room,
d1_europe:649de95e4e9c,Vienna,value,room,value,
d1_europe:64a496f6db2a,Milan,value,service,value,
d1_europe:64ddba5f2634,Barcelona,noise,room,noise,
d1_europe:65555cd0e5c4,Barcelona,cleanliness,room,breakfast,
d1_europe:658f4d7d2dea,London,breakfast,room,breakfast,
d1_europe:65938422d890,London,value,room,value,
d1_europe:65c012125a25,Vienna,room,room,room,
d1_europe:66305d5a8f0c,Milan,room,room,room,
d1_europe:6637d07d5fbf,Barcelona,noise,room,noise,
d1_europe:6650382f63c2,Amsterdam,value,room,value,
d1_europe:66686528cc73,Milan,noise,breakfast,noise,
d1_europe:66a60f045894,London,value,room,value,
d1_europe:66c0b9df7d47,Barcelona,cleanliness,room,room,Insufficient evidence to recommend an action.
d1_europe:66c5453e1d49,London,value,room,value,
d1_europe:66cb9e32dd52,Paris,breakfast,room,breakfast,
d1_europe:672f9cf613d9,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:674d4b3743d9,London,value,room,value,
d1_europe:6774286e64c6,Paris,noise,room,noise,
d1_europe:67bf45808269,Vienna,value,service,noise,
d1_europe:67d428350423,Paris,value,breakfast,value,
d1_europe:67df83146957,Paris,noise,room,noise,
d1_europe:68066230a2e4,Milan,room,room,room,
d1_europe:68167cb9f40b,Paris,room,room,room,
d1_europe:682a8af37896,London,noise,room,room,
d1_europe:68be4b78519c,London,value,room,value,
d1_europe:68cc09fca8c8,London,value,room,room,
d1_europe:68d77ec470c8,Paris,cleanliness,room,cleanliness,
d1_europe:68e79a59e47d,Paris,breakfast,room,breakfast,
d1_europe:68f277ffbaa7,Barcelona,value,room,value,
d1_europe:69159bd4e62b,Paris,noise,room,noise,
d1_europe:6921d662abc5,London,room,room,room,
d1_europe:693eb0278f7d,London,value,value,value,
d1_europe:695034ef8ef7,London,value,room,value,
d1_europe:695b8d070976,Paris,room,room,room,
d1_europe:698288a27731,Barcelona,value,room,room,
d1_europe:69b02fe7a01b,Milan,breakfast,room,breakfast,
d1_europe:69dc6ddd2615,Barcelona,noise,room,noise,
d1_europe:69e727e11a80,Vienna,value,room,value,
d1_europe:69fa0c03202c,London,value,room,value,
d1_europe:6a2cf903515b,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:6a3b6b926ddf,Milan,room,room,room,
d1_europe:6a68f0a2e4cb,Paris,cleanliness,cleanliness,cleanliness,
d1_europe:6a80eb6db613,Amsterdam,value,room,value,
d1_europe:6a9b160b9321,Milan,value,room,value,
d1_europe:6aa0046e22e3,London,value,room,value,
d1_europe:6aeb4605b57b,Milan,value,room,value,
d1_europe:6b1f1cdac45b,London,value,breakfast,breakfast,
d1_europe:6b20780eca00,Paris,breakfast,room,breakfast,
d1_europe:6b882cdcb296,London,value,room,value,
d1_europe:6b99c157be44,London,value,room,value,
d1_europe:6bab1d13740b,Barcelona,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:6c12fb6144d8,Barcelona,room,room,room,
d1_europe:6c1402e5bfe5,London,cleanliness,room,room,
d1_europe:6c23d578173b,Paris,noise,room,noise,
d1_europe:6c2fdb3032ed,Paris,cleanliness,room,cleanliness,
d1_europe:6c362afcfd43,Paris,room,room,room,
d1_europe:6c58fb835be6,Amsterdam,value,room,value,
d1_europe:6c8520970f66,London,noise,room,noise,
d1_europe:6d0a807f2ffc,Vienna,value,room,value,
d1_europe:6d11adc13efe,London,value,room,value,
d1_europe:6d68b2bd1b37,Barcelona,breakfast,room,breakfast,
d1_europe:6d8d056e67d5,Paris,room,room,room,
d1_europe:6d99f0fe24d6,Milan,value,room,value,
d1_europe:6df90475bce3,Amsterdam,noise,noise,noise,Insufficient evidence to recommend an action.
d1_europe:6e2993f2e9ca,Amsterdam,cleanliness,room,cleanliness,
d1_europe:6e63ecb851c0,Paris,value,room,room,
d1_europe:6e65e4fa0220,Milan,noise,room,noise,
d1_europe:6e747220df3f,Milan,value,room,value,
d1_europe:6e972c278774,Barcelona,noise,room,noise,
d1_europe:6ee0d583a77d,Vienna,room,room,room,
d1_europe:6f38dad2dab2,Vienna,cleanliness,room,cleanliness,
d1_europe:6f511143222a,Vienna,value,room,room,
d1_europe:6fa24c511ad0,Paris,value,room,value,
d1_europe:6fa995d415a4,Barcelona,room,room,room,
d1_europe:7026378ed89e,Milan,breakfast,room,breakfast,
d1_europe:711fc61eed50,Paris,room,room,noise,Insufficient evidence to recommend an action.
d1_europe:7146a11b10f4,Paris,value,room,value,
d1_europe:717539e5d34e,Vienna,noise,room,noise,
d1_europe:71904f4bcc6e,Barcelona,breakfast,room,breakfast,
d1_europe:71b2e800e0d9,Milan,noise,room,noise,
d1_europe:72402f3a9b22,Milan,noise,room,room,
d1_europe:7251fcf3aad5,London,noise,room,noise,
d1_europe:72662d1c1bdc,Vienna,room,room,noise,
d1_europe:7283d7277a1f,London,room,room,room,
d1_europe:72a17a75f557,Paris,value,room,value,
d1_europe:72c4b5f9e83a,London,noise,room,room,
d1_europe:72f5f6dab282,Paris,value,room,room,
d1_europe:7380a8405ded,Paris,value,service,service,
d1_europe:738b70a9cd89,London,noise,room,noise,
d1_europe:7401aa6ea447,Amsterdam,service,room,service,
d1_europe:741cec4a4f93,London,value,room,room,
d1_europe:7492b0d0de26,Paris,value,room,room,
d1_europe:74968eef3004,Vienna,breakfast,room,room,
d1_europe:74e3355f784e,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:751b1e68958a,London,noise,room,value,
d1_europe:756ab938c0f8,Milan,noise,room,noise,
d1_europe:757a0d6f65be,Paris,value,room,room,
d1_europe:75f70ddaa563,Barcelona,value,room,value,
d1_europe:76398bc60a78,Paris,cleanliness,service,cleanliness,
d1_europe:764ec02e91fc,Paris,breakfast,breakfast,breakfast,
d1_europe:76bbd2036d71,Vienna,breakfast,room,breakfast,
d1_europe:76d5441bf61e,Paris,breakfast,room,breakfast,
d1_europe:76dec225c494,Vienna,value,room,value,
d1_europe:76e592203e73,London,breakfast,room,breakfast,
d1_europe:772c889c07d9,London,noise,room,value,
d1_europe:77415cff18df,Barcelona,room,room,room,
d1_europe:776293d7fa61,Paris,breakfast,cleanliness,breakfast,
d1_europe:776dc7a63929,Vienna,value,room,value,
d1_europe:777daf848e9d,London,value,room,value,
d1_europe:779900ba80ed,Paris,breakfast,room,breakfast,
d1_europe:77995221d08c,London,value,room,room,
d1_europe:77f1d78c1493,London,noise,room,noise,
d1_europe:77f668399e26,Paris,room,room,room,
d1_europe:780104af8493,Vienna,breakfast,breakfast,breakfast,
d1_europe:7835c2d76603,London,noise,room,noise,
d1_europe:786c1b6346dd,London,noise,room,noise,
d1_europe:78892a4e296a,Paris,noise,room,room,
d1_europe:788d2ae821e0,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:78cdd4ccbf69,Barcelona,value,room,value,
d1_europe:78ecd800f75c,London,value,room,value,
d1_europe:796ef4de4c7b,Amsterdam,value,room,value,
d1_europe:79b78ce7e6f0,London,value,room,value,
d1_europe:79c50ee1ab69,Paris,value,room,value,
d1_europe:7a28d2b5541e,Milan,value,room,value,
d1_europe:7a83b2073b9d,Barcelona,room,room,room,
d1_europe:7aa3344a3073,Vienna,service,cleanliness,service,
d1_europe:7aae46fe8219,Barcelona,room,room,room,
d1_europe:7b324167d74b,Paris,breakfast,room,breakfast,
d1_europe:7b6a7e751664,Milan,room,room,room,
d1_europe:7ba38027ef7f,London,noise,room,room,
d1_europe:7bcd58fd7a42,Amsterdam,value,room,value,
d1_europe:7c1353a2c2cc,Milan,service,room,service,
d1_europe:7c36ad0237cf,London,value,room,value,
d1_europe:7c6859bcf856,Barcelona,value,room,value,
d1_europe:7c7b9edcbd94,Milan,room,room,room,
d1_europe:7cb829493eb5,Barcelona,value,room,value,
d1_europe:7d352e4731bb,London,value,room,value,
d1_europe:7d3a597d549f,Paris,service,service,service,
d1_europe:7d896c6d4509,London,value,room,value,
d1_europe:7db34d6fa95b,London,value,room,value,
d1_europe:7de99cdce9e3,London,value,room,room,
d1_europe:7e1fbfe92ed9,Paris,value,room,value,
d1_europe:7e526607e357,Barcelona,value,room,value,
d1_europe:7e5f1c01e2fa,Paris,breakfast,room,breakfast,
d1_europe:7e67ddff0e95,Amsterdam,value,room,value,
d1_europe:7eabed9e42ac,London,noise,room,noise,
d1_europe:7ec0344bdcf3,Paris,service,service,service,Insufficient evidence to recommend an action.
d1_europe:7edc228895ec,Paris,noise,room,noise,
d1_europe:7f1747355276,Vienna,value,room,value,
d1_europe:7f92d432deac,Paris,cleanliness,room,cleanliness,
d1_europe:7fec8fcb8dfd,Paris,cleanliness,room,room,
d1_europe:8029d6296927,Paris,cleanliness,room,cleanliness,
d1_europe:8042e9a1a00f,Barcelona,room,room,room,
d1_europe:804e77328614,London,noise,room,noise,
d1_europe:805dcc4982d6,Barcelona,value,room,value,
d1_europe:806a218a8ffe,Vienna,breakfast,room,room,
d1_europe:80868f552cd1,Barcelona,breakfast,room,breakfast,
d1_europe:80c81be63634,Paris,cleanliness,room,room,Insufficient evidence to recommend an action.
d1_europe:80d7774dad96,Vienna,value,breakfast,value,
d1_europe:81111812ebdc,London,noise,room,noise,
d1_europe:812a3db7afbc,Barcelona,room,room,room,
d1_europe:812d8198df1d,London,room,room,room,
d1_europe:814c18d1c672,Vienna,breakfast,room,noise,
d1_europe:816e484bdc86,Vienna,room,room,value,
d1_europe:820e9138d1a7,Vienna,room,room,room,
d1_europe:823280a7eaf3,London,value,room,value,
d1_europe:8238668a813c,London,value,room,value,
d1_europe:82676db0501f,London,value,room,value,
d1_europe:8277ebe86116,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:82a3663dbec2,Vienna,noise,room,noise,
d1_europe:82a726c37402,London,breakfast,room,breakfast,
d1_europe:830a9897dc63,Paris,room,room,cleanliness,
d1_europe:83aecee53fc3,London,value,room,value,
d1_europe:83b53a54a303,London,noise,room,noise,
d1_europe:83f84762b6e6,Barcelona,noise,room,noise,
d1_europe:840dc76908be,London,value,room,value,
d1_europe:84105cb6b7bc,Milan,value,room,value,
d1_europe:843ec3f7d678,Paris,value,value,value,
d1_europe:844976a96f9c,London,noise,room,value,
d1_europe:847411bdd9ab,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:849c53491de5,Paris,noise,room,room,
d1_europe:84e6b85dd412,Barcelona,noise,room,noise,
d1_europe:852f65a0fbf5,London,value,room,value,
d1_europe:8534da77f97f,Amsterdam,value,room,value,
d1_europe:8583389d60cf,Amsterdam,value,room,value,
d1_europe:859d48614b85,Milan,breakfast,breakfast,breakfast,
d1_europe:85b757f27fd1,Vienna,value,room,value,
d1_europe:85c2b5a74175,Amsterdam,value,room,value,
d1_europe:864a92338777,Barcelona,value,room,value,
d1_europe:8665584d41e0,London,cleanliness,room,room,
d1_europe:8698e801e03c,London,noise,room,noise,
d1_europe:86a782147c70,Vienna,value,room,value,
d1_europe:86d96dc096d7,Amsterdam,value,room,value,
d1_europe:86df8a477add,Vienna,cleanliness,room,cleanliness,
d1_europe:86e6a77837eb,Paris,breakfast,room,breakfast,
d1_europe:870c64e6c2b2,Paris,value,room,value,
d1_europe:872b2b41810d,Milan,noise,room,noise,
d1_europe:872cb02d526d,London,breakfast,room,breakfast,
d1_europe:877983be8256,Vienna,breakfast,breakfast,breakfast,
d1_europe:879428a79e40,Paris,cleanliness,room,room,
d1_europe:87b2f5bdc658,Paris,breakfast,room,room,
d1_europe:87c21c2b0b9c,Paris,value,room,value,
d1_europe:87e4a18d063f,London,value,room,value,
d1_europe:87efe63f56cf,Barcelona,noise,room,room,
d1_europe:880a2ee0c518,Vienna,noise,room,noise,
d1_europe:8890f5f2f27e,Barcelona,noise,room,noise,
d1_europe:88af87fae5d6,Paris,room,room,room,
d1_europe:88cf1b3024f8,Amsterdam,value,room,value,
d1_europe:88d89c1279f1,Paris,value,breakfast,breakfast,
d1_europe:88f6dde53af2,Milan,value,room,value,
d1_europe:89060c4b5192,Paris,room,room,room,
d1_europe:8946cdf76645,London,room,room,room,
d1_europe:89681006252c,London,value,room,value,
d1_europe:897226058b16,Paris,service,service,service,Insufficient evidence to recommend an action.
d1_europe:897cc6d862df,Vienna,room,room,value,
d1_europe:897cf26ee194,Milan,room,room,room,
d1_europe:89d7e4deb666,London,noise,room,value,
d1_europe:89fa6bc1041f,Milan,value,room,value,
d1_europe:8a7a90e163b0,London,room,room,room,
d1_europe:8a9e51617e64,Paris,room,room,room,
d1_europe:8abf3f8fcd79,Milan,value,room,value,
d1_europe:8ad7cd33674d,Barcelona,value,room,value,
d1_europe:8ae2b043f596,Amsterdam,breakfast,room,value,
d1_europe:8aea5d2c188d,Barcelona,value,room,value,
d1_europe:8af4d67c9acb,London,value,room,value,
d1_europe:8af90e35b3ed,Milan,noise,room,noise,
d1_europe:8aff1ddf247a,Vienna,noise,room,noise,
d1_europe:8b209d778387,Paris,value,room,value,
d1_europe:8b2a9a837358,Barcelona,room,room,value,
d1_europe:8bd17c9906cb,Amsterdam,value,breakfast,breakfast,
d1_europe:8bf918dfc3d2,Vienna,value,room,value,
d1_europe:8c211556f5e8,Barcelona,noise,room,noise,
d1_europe:8cbbf6ee0ba2,Paris,value,room,value,
d1_europe:8dc49c149681,London,room,room,room,
d1_europe:8dc87b1b6e2e,Barcelona,value,room,value,
d1_europe:8e5cdaf65ae5,Paris,breakfast,room,breakfast,
d1_europe:8e6084e8fdfc,Paris,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:8e793418b181,Paris,breakfast,room,breakfast,
d1_europe:8e8a3a107590,Paris,value,room,room,
d1_europe:8e9b393de9f9,London,value,room,value,
d1_europe:8ea1d3e69a00,Milan,value,room,room,
d1_europe:8ea418c06990,Paris,value,room,value,
d1_europe:8ed8a95ceee1,London,value,room,value,
d1_europe:8eeb30fb4c43,London,service,service,cleanliness,Insufficient evidence to recommend an action.
d1_europe:8f1c46e9b51f,Paris,value,room,value,
d1_europe:8f498cf6b801,Barcelona,value,room,value,
d1_europe:8f5fe818c1cb,Barcelona,room,room,room,
d1_europe:8f646b5e5c41,Milan,value,cleanliness,value,
d1_europe:8f677d235488,Paris,value,service,value,
d1_europe:8f6bb7bf43ec,Vienna,noise,room,noise,
d1_europe:8f7ce37d5b07,Amsterdam,value,room,room,
d1_europe:8f7f1b5f0bcf,Milan,value,room,value,
d1_europe:8f8b76853b9b,London,value,room,value,
d1_europe:8ff614c4626f,London,value,room,value,
d1_europe:90271d3c7f8f,Vienna,value,room,value,
d1_europe:907880c443b8,Paris,cleanliness,room,cleanliness,
d1_europe:908312982add,London,room,room,room,
d1_europe:911894cb9fe8,Amsterdam,value,room,value,
d1_europe:912b1cf0fde5,Paris,cleanliness,room,cleanliness,
d1_europe:91595ef09e8b,Paris,noise,room,noise,
d1_europe:9193c79e6559,Paris,room,room,room,
d1_europe:91bc99c5254f,London,value,room,room,
d1_europe:92924ecfcd5a,London,value,value,value,
d1_europe:92939d100271,Barcelona,noise,room,noise,
d1_europe:92e2f39412cf,London,noise,room,noise,
d1_europe:92ed549e36e3,London,noise,room,noise,
d1_europe:930c9ebbcdf2,Paris,breakfast,room,breakfast,
d1_europe:9314525f13bf,Paris,noise,room,noise,
d1_europe:9342f4cbc694,Milan,value,room,value,
d1_europe:9381f8b252bc,Milan,noise,room,room,
d1_europe:93ff0ff244c5,Paris,noise,room,value,
d1_europe:941a01efa64b,London,value,room,value,
d1_europe:94342cba9401,Vienna,breakfast,room,breakfast,
d1_europe:94389f2e5f8b,Vienna,room,room,room,
d1_europe:943e9715b6ff,Barcelona,value,room,value,
d1_europe:945cb8e2c53e,Paris,value,cleanliness,value,
d1_europe:94ab8bc04979,London,room,room,room,
d1_europe:94e4feefb94e,Paris,noise,room,room,
d1_europe:950a22497933,Milan,noise,room,noise,
d1_europe:950abad734ef,Paris,noise,room,room,
d1_europe:9524244cf3d9,Paris,value,room,value,
d1_europe:954c67ac42e3,Milan,value,room,value,
d1_europe:95693f2ba764,Paris,noise,room,room,Insufficient evidence to recommend an action.
d1_europe:956ef79cc3d4,Barcelona,noise,room,noise,
d1_europe:958a106c3066,Paris,breakfast,room,breakfast,
d1_europe:959df98eb473,Amsterdam,value,room,value,
d1_europe:959f875bd46e,Paris,breakfast,room,value,
d1_europe:95c645959d88,Vienna,value,breakfast,value,Insufficient evidence to recommend an action.
d1_europe:95deefb43059,London,value,room,value,
d1_europe:9604a2d49cd0,Paris,value,room,value,
d1_europe:9648fc267c3b,London,value,room,room,
d1_europe:966571dced28,Vienna,value,room,value,
d1_europe:9675b2a6062f,Paris,value,room,value,
d1_europe:96b2a929cb3a,Paris,service,room,service,
d1_europe:96d9cbb82aa8,Amsterdam,value,room,value,
d1_europe:96dbfead4936,Paris,value,room,value,
d1_europe:9706151f80a7,London,value,room,room,
d1_europe:97148bffda35,Barcelona,noise,room,noise,
d1_europe:9725b775214e,Paris,value,room,noise,
d1_europe:97326e59de1c,London,value,room,value,
d1_europe:9785cada2e7b,London,breakfast,breakfast,breakfast,
d1_europe:97b8f24b6649,London,breakfast,room,breakfast,
d1_europe:98068ed89efd,Barcelona,noise,room,noise,
d1_europe:980abf5c28bb,Milan,value,room,room,
d1_europe:98343a69a195,London,value,room,breakfast,
d1_europe:986fcf571a29,Paris,noise,room,noise,
d1_europe:98722ec1e52e,Paris,cleanliness,room,cleanliness,
d1_europe:98a669363e89,Vienna,value,room,room,
d1_europe:98c60043ce9e,Paris,value,room,service,
d1_europe:98f09f6fe7c0,Vienna,value,service,value,
d1_europe:99003bdc315a,London,room,room,room,
d1_europe:9911b7035036,London,breakfast,room,value,
d1_europe:995ce1b8dd84,Vienna,room,room,room,
d1_europe:997c7897f1b6,Paris,noise,room,room,
d1_europe:99902f20e284,Paris,value,room,value,
d1_europe:9998b7721c27,Paris,room,room,value,
d1_europe:99a74e28e762,Barcelona,value,room,value,
d1_europe:9a51c11e78d8,London,value,room,value,
d1_europe:9aa81ab6c4f1,London,value,room,value,
d1_europe:9ac560471984,Paris,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:9ae8f27fc02e,Barcelona,room,room,room,
d1_europe:9aef7af5a796,Milan,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:9b4d5f768c78,Paris,value,room,value,
d1_europe:9be63c242244,Amsterdam,room,room,room,
d1_europe:9c05629adc8b,Milan,value,service,value,
d1_europe:9c1116d65fe6,Paris,room,room,room,
d1_europe:9c69dd177b19,Paris,noise,room,room,
d1_europe:9c6fb18143c5,Paris,service,service,service,Insufficient evidence to recommend an action.
d1_europe:9c76ddaf9735,Barcelona,value,room,value,
d1_europe:9c92df83c00a,London,breakfast,room,room,
d1_europe:9cac548396c2,Vienna,room,room,room,
d1_europe:9ccff19e864d,Paris,room,room,room,
d1_europe:9cf5db5c9c76,Amsterdam,value,room,value,
d1_europe:9d3a6e24f38c,Barcelona,noise,room,noise,
d1_europe:9d749d768b63,Paris,breakfast,service,breakfast,
d1_europe:9d7f698e6ff3,Barcelona,value,room,value,
d1_europe:9da36376870f,Paris,value,cleanliness,value,
d1_europe:9db79a245140,Milan,noise,room,noise,
d1_europe:9e3ba7e04e0f,London,breakfast,room,breakfast,
d1_europe:9e811021d89f,Vienna,value,room,value,
d1_europe:9e846a10b445,Amsterdam,value,room,value,
d1_europe:9eaae4cc11a1,Barcelona,noise,room,noise,
d1_europe:9ed4333872b3,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:9ee1433615a7,London,value,room,value,
d1_europe:9f497a9efd55,Paris,breakfast,room,breakfast,
d1_europe:9f772f589a52,Barcelona,breakfast,room,breakfast,
d1_europe:9fea058c1e96,Barcelona,breakfast,room,room,
d1_europe:9ff4d7d87023,Amsterdam,value,room,value,
d1_europe:a0063f8c5926,Vienna,service,breakfast,service,Insufficient evidence to recommend an action.
d1_europe:a051a59fc374,Paris,value,room,value,
d1_europe:a0d6d1757717,London,breakfast,breakfast,breakfast,
d1_europe:a106d9a9fcda,Paris,value,room,value,
d1_europe:a125a341b568,London,value,room,value,
d1_europe:a1453372bd85,London,value,room,room,
d1_europe:a1d42f5f541d,Paris,breakfast,room,value,
d1_europe:a1e157d50cc0,London,room,room,room,
d1_europe:a21112b67df6,London,breakfast,room,breakfast,
d1_europe:a222ecda4c4a,Vienna,value,room,value,
d1_europe:a273893beec1,Paris,value,service,value,Insufficient evidence to recommend an action.
d1_europe:a2768c2991fe,London,value,room,value,
d1_europe:a28fb3a61ef7,Vienna,noise,room,cleanliness,
d1_europe:a2fc3bd56134,Barcelona,room,room,room,
d1_europe:a333824d30ab,Milan,room,room,room,
